"empresa"	"titulo_reclamacao"	"status_reclamacao"	"local_reclamacao"	"tempo_reclamacao"	"minutos"
"Carrefour -  Loja Online"	"Não cancelam a compra!!!!"	"Não Resolvido"	"Belo Horizonte"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto devolvido, estorno ñ feito"	"Não Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Fiz cancelamento da compra do ar, e ainda nao efetuaram o estorno depois de quase 2 semanas"	"Resolvido"	"Niterói"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"compra de produto com defeito"	"Resolvido"	"Sidrolândia"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Carrefour demora no estorno"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"(T_T)/ Mais de 2 MESES para CANCELAR a compra :("	"Não Resolvido"	"Goiânia"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"O produto não foi entregue e nem reembolsado."	"Resolvido"	"Presidente Prudente"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Compra feita e não entregue"	"Resolvido"	"Santos"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Desrespeito com o consumidor"	"Não Resolvido"	"Visconde do Rio Branco"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Falta de estorno referente a compra realizada de um aspirador"	"Resolvido"	"Franco da Rocha"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Falta de entrega de compra"	"Não Resolvido"	"Palmas"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto diferente do comprado e sem retorno na reclamação."	"Não Resolvido"	"Campo Largo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"ME VENDERAM UM PRODUTO QUE O PARCEIRO NÃO TINHA EM ESTOQUE"	"Não Resolvido"	"Rolândia"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não respeitam o prazo dado por eles."	"Não Resolvido"	"Marília"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"CANCELARAM O PEDIDO POR FALTA DE ESTOQUE E NÃO ESTORNAM O VALOR"	"Resolvido"	"Cantagalo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"NÃO ENTREGARAM O PRODUTO E NÃO ESTORNARAM O VALOR"	"Resolvido"	"Itapevi"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Cesto trincado e amassado"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Atraso no estorno do dinheiro"	"Resolvido"	"Diadema"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não passam o rastreio"	"Não Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Aguardo reembolso há 2 meses"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Pedido diz que foi entregue, mas não foi"	"Resolvido"	"Manaus"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"FALTA DE RESPEITO COM O CLIENTE"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto não entregue no prazo e nenhuma informação no site/por telefone"	"Resolvido"	"São José dos Campos"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Estorno não realizado"	"Não Resolvido"	"Juiz de Fora"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto não entregue"	"Resolvido"	"Belo Horizonte"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"compra on-line. O produto não chegou e varias tentativas de contato para cancelar e fazer o reembolso"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Vale troca"	"Resolvido"	"Jundiaí"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto enviado diferente do anúncio"	"Resolvido"	"Santos"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Embalagem violada"	"Resolvido"	"Porto Alegre"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto não entregue no prazo / Nota fiscal de produto que não existe"	"Não Resolvido"	"Atibaia"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"DESCASO TOTAL"	"Não Resolvido"	"Belo Horizonte"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"CELULAR NÃO É ENTREGUE E CARTÃO JÁ AUTORIZOU"	"Resolvido"	"Guarulhos"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"devolvam meu dinheiro"	"Resolvido"	"Montes Claros"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"4 meses sem esperando as 72 horas!"	"Resolvido"	"Taubaté"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto veio errado, e não foi trocado"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"60 dias solicitando um reembolso"	"Resolvido"	"Arujá"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Vendem, não entregam, 20 dias depois liguei e me informam que não tem o produto."	"Não Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto não realizado a troca"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Troca"	"Não Resolvido"	"São José dos Campos"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"REEMBOLSO DA QUANTIA PAGA"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não fez a devolução do valor de uma compra cancelada"	"Não Resolvido"	"Francisco Morato"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Insatisfeito"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"não há segurança com a operadora"	"Não Resolvido"	"Ipojuca"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Atraso na entrega"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Comprei e não recebi o produto"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto não entregue"	"Não Resolvido"	"Poá"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Painel Carrefour: valor de desconto inferior ao que eu tenho direito"	"Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"COMPREI 2 ARMÁRIOS, CANCELARAM O PEDIDO E NÃO DEVOLVERAM O MEU DINHEIRO."	"Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"dificuldade para retirar produto"	"Não Resolvido"	"Sales Oliveira"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Atraso de Entrega sem Retorno"	"Não Resolvido"	"Diadema"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Péssimo Pós venda - Troca de produto - Compras no Site"	"Resolvido"	"Belo Horizonte"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto não Recebido"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"AR CONDICIONADO CHEGOU ATRASADO E NÃO FUNCIONA"	"Não Resolvido"	"Belford Roxo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não recebi a restituição do dinheiro depois do cancelamento da compra"	"Resolvido"	"Formoso"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Clique e retire não funciona!"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"insatisfação- não entregaram meu produto"	"Não Resolvido"	"São Leopoldo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Nota fiscal/ PIOR Empresa Online do Brasil"	"Não Resolvido"	"Manaus"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto sem reembolso"	"Não Resolvido"	"Diadema"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não cancelam o pedido e não estornam o valor pago."	"Resolvido"	"Niterói"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não entregam o produto nem dão satisfação"	"Resolvido"	"Ituiutaba"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Sem parecer da loja na solicitação de troca do produto"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Atraso na entrega, e ficam criando mais prazos."	"Resolvido"	"São Francisco"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Microondas"	"Não Resolvido"	"Sete Lagoas"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Problema para cancelar compra"	"Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Uma semana de atraso na entrega e ainda mandam produto totalmente diferentr"	"Resolvido"	"Recife"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Carrefour, entregue meus produtos ou devolva meu dinheiro já!"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto anúncio como disponível porém indisponível"	"Não Resolvido"	"Uberlândia"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Cancelamento de pedido não efetivado"	"Resolvido"	"Louveira"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Comprei um celular e não recebi"	"Resolvido"	"Francisco Morato"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto não recebido"	"Resolvido"	"Nova Iguaçu"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Prazo de entrega não cumprido"	"Resolvido"	"Itapecerica"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Indignado"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto diferente do anúncio"	"Resolvido"	"Sorocaba"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não cumpre prazo de entrega"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Reembolso"	"Não Resolvido"	"Aracati"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Esteira ergométrica danificada que recebi da Carrefour"	"Resolvido"	"Santo Amaro"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Solicitei cancelamento e não recebo o estorno"	"Resolvido"	"Itaboraí"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Nem produto nem reembolso"	"Resolvido"	"Londrina"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Resolva o problema Carrefour incompetente"	"Não Resolvido"	"Santa Luzia"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto não entregue"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Acionei a Justiça. - Subtração, Furto, Apropriação Indébita do Site Carrefour de Valor Crédito que me Cabe."	"Não Resolvido"	"Brasília"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"GELADEIRA JUNTANDO GELO MAIS DO QUE O NORMAL"	"Não Resolvido"	"Igarapé"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Carrefour vende recebe e não entrega mercadoria"	"Resolvido"	"Parobé"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"PAGUEI PELO PRODUTO , NAO ENVIARAM O PRODUTO , INVENTARAM QUE ESTAVA ATRASADO TEM 3 MESES"	"Resolvido"	"São João del Rei"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"DEVOLUÇÃO"	"Não Resolvido"	"Araucária"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não trocaram meu produto"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Estorno"	"Resolvido"	"Caridade"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Compra canelada e não recebi o reembolso"	"Resolvido"	"Ipojuca"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto nao funciona"	"Não Resolvido"	"Carapicuíba"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não entregaram meu produto"	"Resolvido"	"Uberlândia"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não tenho retorno para cancelar meu pedido."	"Resolvido"	"Paudalho"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"entrega de impressora errada"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Entrega o pedido ou devolve meu dinheiro"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"insatisfação"	"Não Resolvido"	"São José do Rio Preto"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"cashback prometido e não recebi"	"Resolvido"	"Chopinzinho"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Atraso nos prazos de entrega do produto"	"Não Resolvido"	"Presidente Prudente"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não consigo trocar o produto"	"Não Resolvido"	"Curitiba"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Devolução e estorno não executados"	"Resolvido"	"Uberaba"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não consigo ser estornada"	"Não Resolvido"	"Taboão da Serra"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto não chegou, quero cancelar!"	"Resolvido"	"Alvorada dOeste"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto incorreto e não consigo devolução"	"Resolvido"	"Campinas"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Nao entrega do produto"	"Não Resolvido"	"Carapicuíba"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não recebi estorno"	"Não Resolvido"	"Vitória da Conquista"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Estão enrrolando pra devolver meu dinheiro"	"Não Resolvido"	"Taubaté"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Troca não resolvida"	"Resolvido"	"Chapecó"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não Devolvem meu Dinheiro que me devem por direito!"	"Resolvido"	"Conceição da Aparecida"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Comprei um produto e entregaram outro!"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto não entregue"	"Não Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Aparelho novo mas com caixa aberta e troca por produto errado/inferior"	"Não Resolvido"	"Olinda"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Cancelaram minha compra"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"CANCELEI A COMPRA NO DIA SEGUINTE, NÃO RECEBI O PRODUTO E NÃO DEVOLVERAM MEU DINHEIRO DESDE OUTUBRO"	"Não Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Atraso na entrega"	"Resolvido"	"Guaratinguetá"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Status do pedido"	"Resolvido"	"São Gonçalo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Devolução infiel : ID RA 117457673"	"Não Resolvido"	"Aracaju"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Devolução de compra - Ninguém responde"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto foi cancelado pelo parceiro por motivo de indisponibilidade do produto no estoque."	"Não Resolvido"	"Contagem"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não entregam nem devolve dinheiro"	"Não Resolvido"	"Guarapuava"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Atraso na entrega do produto pelo parceiro"	"Resolvido"	"São José dos Campos"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não entregaram os produtos que venderam no dia 10/10/2020"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"INOPERÂNCIA SITE CARREFOUR / [editado_RA]"	"Não Resolvido"	"Gravataí"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Propaganda enganosa ! Prazo entrega"	"Resolvido"	"Resende"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Troca de produto com defeito"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"NÃO RECEBO ESTORNO DE CANCELAMENTO"	"Resolvido"	"Teresina"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"CARREFOUR NÃO CUMPRI COM OS ANÚNCIOS VINCULADOS NO SEU SITE"	"Não Resolvido"	"Santo André"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"entrega de produto errado"	"Não Resolvido"	"Fortaleza"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Propaganda Falsa"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto não foi entregue mas eles falam que foi."	"Resolvido"	"Taboão da Serra"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não cumprimento de Oferta na Black Friday"	"Não Resolvido"	"Caicó"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Quero meu dinheiro de volta corrigido."	"Resolvido"	"Belo Horizonte"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"nao respondem protocolos abertos no site"	"Não Resolvido"	"Curitiba"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Mais de 15 dias de atraso na entrega"	"Resolvido"	"Taboão da Serra"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"não recebo o produto e ninguém sabe de nada"	"Resolvido"	"Presidente Prudente"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Cancelaram meu produto e nao me devolveram o dinheiro"	"Não Resolvido"	"Mimoso do Sul"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"ATRASO, FALTA DE RESPEITO E DESINFORMAÇÃO"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"DEVOLVER O DINHEIRO PAGO"	"Resolvido"	"Macaé"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Impossível cancelar pedido no Carrefour!"	"Resolvido"	"Conselheiro Lafaiete"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"PROPAGANA ENGANOSA NETSHOES COM O CARREFOUR"	"Não Resolvido"	"Londrina"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"DINHEIRO NAO REEMBOLSADO PRAZO ESTOURADO"	"Resolvido"	"Governador Valadares"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Demora para estorno no cartão de crédito"	"Não Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Entrega  errada"	"Não Resolvido"	"Cotia"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Comprei uma televisão e não recebi"	"Resolvido"	"Guaíba"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Loja não cumpre oferta anunciada e põe culpa que foi erro de precificação"	"Não Resolvido"	"Salvador"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto pago mas o Carrefour não entregou"	"Resolvido"	"Santa Maria"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"PESSIMO ATENDIMENTO - SEM RETORNO EM NENHUM CANAL DE ATENDIMENTO DO CARREFOUR"	"Não Resolvido"	"Porto Alegre"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Comprei e não recebi"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Estorno do valor pago"	"Resolvido"	"Osasco"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Dificuldade em receber o estorno de um pedido cancelado"	"Não Resolvido"	"Campinas"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Sem estorno e sem contato, mesma resposta! 24h estara resolvido."	"Resolvido"	"Porto Seguro"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Rack faltando peça"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Informação errada."	"Resolvido"	"São José dos Campos"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"QUERO CANCELAR O PEDIDO E ESTORNO DO VALOR"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Compra cancelada e reembolso não foi feito, e ja passou do prazo"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Casinha Stone house plast 03"	"Resolvido"	"Belo Horizonte"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Entrega atrasada e sem atualização de status"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"COMPRA E PAGA O PRODUTO E NÃO O RECEBE"	"Resolvido"	"Santo Antônio do Monte"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não consigo chegar a uma conclusão sobre meu reembolso"	"Resolvido"	"Ibimirim"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Desrespeito com o cliente"	"Não Resolvido"	"Rio das Ostras"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Devolução do dinheiro"	"Resolvido"	"Contagem"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Entrega não aconteceu"	"Resolvido"	"Valinhos"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Falsa entrega de produto"	"Resolvido"	"Brasília"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Capa de tablet VELHA"	"Não Resolvido"	"Cabo Frio"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Venda não formalizada"	"Resolvido"	"Brasília"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não reembolso após devolução"	"Resolvido"	"Goiânia"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Carrefour não fez o estorno de compra cancelada"	"Resolvido"	"Jardim do Seridó"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Enganação- descrição induz ao erro de compra"	"Não Resolvido"	"Campinas"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Dificuldade no Reembolso"	"Não Resolvido"	"Contagem"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Devolução com mais de dois meses sem resolução"	"Resolvido"	"Cotia"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Propaganda enganosa Carrefour"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"A loja me deu um cartão de presente e não permite o uso"	"Não Resolvido"	"Joinville"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Carrefour on-line , está com meu dinheiro!"	"Não Resolvido"	"Natal"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não tenho resposta sobre devolução do produto"	"Resolvido"	"Cambé"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Não consigo receber o reembolso"	"Não Resolvido"	"Vitória"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Produto adquirido e não entregue"	"Resolvido"	"Santos"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"O Carrefour não entregou compras online e nem responde aos protocolos abertos"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Carrefour -  Loja Online"	"Propaganda enganosa"	"Não Resolvido"	"Mairipotaba"	"Há 2 meses"	86400
