"empresa"	"titulo_reclamacao"	"status_reclamacao"	"local_reclamacao"	"tempo_reclamacao"	"minutos"
"Ponto Frio - Loja Online"	"Troca não efetuada"	"Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Recebimento parcial de pontos Tudo Azul"	"Resolvido"	"João Pessoa"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Acesso ao Site e Aplicativo do Ponto Frio"	"Resolvido"	"Osasco"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"SITE NÃO CONCLUI A COMPRA E NÃO PERMITE CANCELAR"	"Resolvido"	"Itambacuri"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"PROMOÇÃO 25 PONTOS TUDO AZUL PONTO FRIO"	"Resolvido"	"Ipatinga"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Vendendo e não entregando"	"Resolvido"	"Belo Horizonte"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Compra de iPhone 11 pelo Inter Shopping"	"Resolvido"	"Palhoça"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Sem o produto na loja"	"Não Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Refrigerador Panasonic NR-BB53PV3X com Defeito Ponto Frio"	"Resolvido"	"Belém"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"estorno de devolução de produto incompleto"	"Resolvido"	"Curitiba"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Devolva meu dinheiro Ponto Frio"	"Não Resolvido"	"Guarulhos"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Loja não devolve o dinheiro"	"Resolvido"	"Belo Horizonte"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"COMPRAS PONTO FRIO - MILHAS NÃO CONTABILIZADAS"	"Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Falsa propaganda"	"Resolvido"	"São Gonçalo"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"SAC Péssimo"	"Resolvido"	"Belo Horizonte"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Entrega não efetuada"	"Resolvido"	"Prudente de Morais"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"ATRASO NA ENTREGA E FALSO COMUNICADO DE ENTREGA"	"Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Pedido cancelado sem motivo plausível"	"Resolvido"	"São Bernardo do Campo"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Eu quero solicitar a 2 via da Garantia estendia no site da ponto Frio de um Bebedouro Britania que apresentou defeito mas nao obtive sucesso!"	"Resolvido"	"Salvador"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"milhas nao creditadas - desde SETEMBRO"	"Resolvido"	"Patos de Minas"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"NÃO RECEBI AS DUAS PARTES DA CAMA"	"Resolvido"	"Goiânia"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Status do pedido não muda"	"Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"entrega atrasada data de entrega enganosa"	"Resolvido"	"São Gonçalo"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"MICROONDAS AMASSADO / DIFICULDADE DE TROCA"	"Resolvido"	"Belo Horizonte"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Demora absurda na aprovação do pagamento, mais de 48h e nada"	"Não Resolvido"	"São Paulo"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Produto com defeito após demora na entrega!"	"Resolvido"	"Barueri"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Ar-condicionado com defeito e pontofrio só enrola"	"Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Depilador veio usado"	"Resolvido"	"São Vicente"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Propaganda enganosa"	"Não Resolvido"	"Natal"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Me mandaram a voltagem errada"	"Resolvido"	"Erechim"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Ponto frio / Tudo azul - Propaganda enganosa"	"Resolvido"	"Cotia"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"CÓDIGO DE RASTREAMENTO NÃO EXISTE"	"Resolvido"	"Unaí"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"COMPRREI UM BOX BIPARTIDO E RECEBI UM LADO"	"Resolvido"	"Rio de Janeiro"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Ineficiencia no atendimento"	"Não Resolvido"	"Mangaratiba"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"ACESSO AO SITE"	"Resolvido"	"Campinas"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"SEM RASTREIO DO MEU NOTEBOOK / PÉSSSIMO ATENDIMENTO VIA WHATSAPP"	"Resolvido"	"São Gonçalo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não consigo solicitar a devolução do produto (ainda esta no prazo de 7 dias)"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Estorno do valor pago"	"Resolvido"	"Coronel Fabriciano"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Cancelaram meus pedidos e não devolveram meus créditos... ABSURDO"	"Resolvido"	"Goiânia"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Ponto Frio se nega a enviar arquivo XML de NF de compra para o cliente"	"Não Resolvido"	"Pesqueira"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"compra - atendimento"	"Não Resolvido"	"Ribeirão Preto"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Rápido na venda, lento para resolver os problemaa"	"Resolvido"	"Joinville"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Péssimo atendimento"	"Resolvido"	"Duque de Caxias"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Evitem compras online na VIA VAREJO (Ponto Frio, Extra e Casas Bahia). Logística HORRÍVEL!!!"	"Resolvido"	"Salvador"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Geladeira não liga"	"Resolvido"	"Belo Horizonte"	"Há 2 meses"	86400
"Ponto Frio - Loja Online"	"Péssimo atendimento na hora da retirada , enganação e destrato ."	"Não Resolvido"	"Ferraz de Vasconcelos"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Segunda vez que enrolam a aprovação do pagamento no site e tenho que pedir o cancelamento!"	"Resolvido"	"São João del Rei"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pontos Azul"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pontos não creditados dentro do prazo estabelecido"	"Resolvido"	"Rio Claro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Milhas da promoção 18:1 Ponto Frio não creditados"	"Não Resolvido"	"Franca"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Comprei box QUEEN e entregaram de solteiro."	"Resolvido"	"Mauá"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"MILHAS NÃO CREDITADAS PELA TUDO AZUL"	"Resolvido"	"Goiânia"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Represamento de pagamento"	"Não Resolvido"	"Duque de Caxias"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Cancelamento dos meus pedidos"	"Resolvido"	"Manaus"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Ponto frio pior loja que tem"	"Resolvido"	"São João"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pontos da promoção Ponto Frio com Tudo Azul"	"Não Resolvido"	"Lagoa Santa"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Enganação"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Guarda-roupas com portas com defeito"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Retira rápido, não existe !"	"Resolvido"	"Feira de Santana"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Ponto Frio não envia e-mail para reset de senha e cadastro"	"Resolvido"	"Uberaba"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"NÃO RECEBI"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Produto veio com defeito e prazo para troca só aumenta"	"Resolvido"	"Itaguaí"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Cancelamento de compra - estorno de valor pago"	"Resolvido"	"Santo André"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"retira na loja indisponivel"	"Não Resolvido"	"Recife"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Produto entregue incompleto - morosidade no atendimento do site"	"Resolvido"	"Londrina"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"inúmeras tentativas de receber o reembolso de um pedido da blackfriday, cancelado minutos depois da compra."	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Estorno do valor"	"Resolvido"	"Cortês"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Valor do vale de volta"	"Resolvido"	"Itabirinha de Mantena"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não foi créditado pontuação"	"Resolvido"	"Saudades"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Descaso com o cliente"	"Resolvido"	"Juiz de Fora"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Atraso na entrega e péssimo atendimento do sac"	"Resolvido"	"Matipó"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"IMPOSSÍVEL REALIZAR O CANCELAMENTO DO PEDIDO"	"Resolvido"	"Sapucaia do Sul"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Ponto frio te deixa numa fria!"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não recebi os pontos TudoAzul referentes a compra"	"Resolvido"	"Valinhos"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Solicitei cancelamento e não fizeram"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Falsa promessa de entrega"	"Resolvido"	"Santana do Paraíso"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Ponto Frio com inverdade - não comprem"	"Não Resolvido"	"Recife"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Ponto Frio não cumpre o Art. 35 do CDC"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Esperando a troca da Base da Box @pontofrio?"	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Prorrogar prazo para devolução na loja devido ao lockdown"	"Resolvido"	"Canoas"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Milhas não creditadas após compra no site de parceiro (TUDO AZUL  & PONTO FRIO)"	"Resolvido"	"Mateus Leme"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"TUDO AZUL. PONTO FRIO. PROMOÇÃO. PONTOS NÃO CREDITADOS"	"Não Resolvido"	"Santos"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Atraso na Entrega"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não foi feita a entrega"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"ATRASO NA COLETA DO PRODUTO PARA TROCA"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Loja Queimados sem estoque"	"Resolvido"	"naoconsta"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Atraso na entrega"	"Resolvido"	"Duque de Caxias"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Meu pedido não foi entregue"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Desrespeito com o cliente"	"Resolvido"	"Gravataí"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pontos em parceria com a Tudo Azul na Black Friday não foram creditados em minha conta"	"Não Resolvido"	"Viçosa"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pontuação Tudo Azul não creditada"	"Resolvido"	"Goiânia"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Produto NÃO ENTREGUE - DEMORA NO RETORNO"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Ponto frio engana com program de pontos livelo"	"Não Resolvido"	"Blumenau"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"A loja ponto frio não espeita o consumidor e não entrega o produto adquirido."	"Resolvido"	"Corrente"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Cama entregue pela metade"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Demora para liberar a retirada do produto"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pontos não foram creditados na minha conta Livelo"	"Resolvido"	"Salvador"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Cobrança de compra cancelada"	"Resolvido"	"Uberlândia"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Produto com defeito"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"A OUTRA PARTE DA CAMA QUE ESTAVA ATRASADA CHEGOU MOFADA"	"Resolvido"	"Goiânia"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Paguei em dinheiro e cancelaram meu pedido"	"Resolvido"	"Caratinga"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"MEU CELULAR NÃO FOI ENTREGUE DENTRO DO PRAZO"	"Resolvido"	"Timon"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Fui literalmente [editado_RA] pelo Ponto Frio!"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Prazo absurdo para troca de geladeira amassada."	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Prazo de entrega não respeitado"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"ATRASO"	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Enpremsa abusa de seu cliente!! Não paga promoções!!"	"Não Resolvido"	"Salvador"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Vvlog Logística"	"Resolvido"	"Duque de Caxias"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pedido cancelado"	"Resolvido"	"Itabirinha de Mantena"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Cancelamento do cashback"	"Resolvido"	"Goiânia"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pedido não entregue e estorno não foi feito"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pague dois, leve um."	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Produto não entregue e falsificação de assinatura"	"Resolvido"	"Franca"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Produtos pagos e NAO entregues"	"Resolvido"	"São José do Rio Preto"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"TO TENTANDO DEVOLVER MAS TA DIFICIL"	"Resolvido"	"Toledo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"FALTA DE RESPEITO COM O CONSUMIDOR"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Prazo de entrega acabou e o produto sequer foi enviado para a transportadora"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não recebi meus pontos tudo azul"	"Resolvido"	"São Gonçalo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"SEM POSSIBILIDADE DE RASTREAMENTO"	"Resolvido"	"Londrina"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Panela QUEBRADA e AMASSADA"	"Resolvido"	"Joinville"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Produto quebrado - embalagem violada - descaso da loja e transportadora"	"Resolvido"	"Diadema"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Quero meu estorno"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Loja Ponto Frio Péssima Loja Escova Britânia"	"Resolvido"	"Taquaritinga"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"FALTA DE COMPROMETIMENTO COM O CLIENTE"	"Resolvido"	"Suzano"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Comprei uma cama Queen e me mandaram uma Solteiro"	"Resolvido"	"São José dos Campos"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Entrega de produto errado"	"Resolvido"	"Mogi-Guaçu"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não recebi e não consigo informações"	"Resolvido"	"Montes Claros"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"ASSUNTO RECLAMAÇAO PELO NAO RECEBIMENTO DE PRODUTO"	"Resolvido"	"Marco"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"MEU CADASTRO NO PONTO FRIO ESTA DESATIVADO"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Reembolso do valor pago"	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"NÃO RECEBI MEU PEDIDO NO PRAZO, E AUMENTARAM, SEM ME AVISAR, O PRAZO EM 10 DIAS ÚTEIS TOTALIZANDO 20 DIAS ÚTEIS."	"Resolvido"	"Olinda"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"desrespeito com o cliente"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Refrigerador Brastemp BRM44HB Frost Free"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Estorno do Pagamento - Ponto Frio cancelou o pedido e não estornam o valor"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Desconto enganoso"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Atraso na entrega"	"Resolvido"	"Santana de Pirapama"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pontos Livelo (novamente) não creditados - Problema recorrente!"	"Resolvido"	"Natal"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Cobranças indevidas / Ausência de registro dos atendimentos"	"Resolvido"	"Uberlândia"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"NUNCA MAIS!!!!!!!!!!"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"LISTA DE CASAMENTO - PEDIDO NÃO ENTREGUE"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Notebbok sony vaio com defeito"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Comprei e nunca recebi"	"Resolvido"	"Orós"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Recebi o meu pedido pela metade! Ponto frio."	"Resolvido"	"Brasília"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não entregam e não cumprem datas"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Propaganda Enganosa - Produto Sem o Frete Grátis e Não Permiti Aplicar o Cupom de Desconto"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"NÃO COMPRE ON LINE PARA RETIRADA NA LOJA"	"Não Resolvido"	"Brasília"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Notebook Vaio FE14 com problema no touchpad"	"Resolvido"	"Ipaussu"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Demora pra liberar um vale troca"	"Resolvido"	"Guaíba"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Email de boleto vencido com pagamento efetivado no prazo correto e com boleto em mãos não estando vencido!"	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Compra bonificada em que os pontos TudoAzul não foram creditados"	"Resolvido"	"Ipatinga"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Seguro do Celular"	"Resolvido"	"Vespasiano"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Nota fiscal"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Atraso na Entrega e Descaso com consumidor"	"Resolvido"	"Belo Horizonte"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Troca de produto defeituoso não ocorre"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Cancelamento de pedido"	"Resolvido"	"Brumado"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Equipamento com defeito e mau atendimento"	"Resolvido"	"Recife"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"DATA DE ENTREGA DE NOTEBOOK ENGANOSA"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"LOJA RECUSANDO A TROCA CASADA"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Desrespeito !!!!!"	"Resolvido"	"Guarulhos"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Empresa VVLog - ponto frio"	"Resolvido"	"Americana"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Produto não chegou"	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pontuação não creditada"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"NÃO COMPRE SEU PS5 NO PONTO FRIO / Via Varejo"	"Resolvido"	"Uberlândia"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Todos os meus pedido cancelado"	"Resolvido"	"Itabirinha de Mantena"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Péssimo atendimento do Cassiano no Chat"	"Não Resolvido"	"Salto"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pedido entregue pela metade"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Usaram meu cartao de credito no site ! Cade a analise de compras de vcs??"	"Não Resolvido"	"Taubaté"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Paguei o boleto antes do vencimento e minha compra foi cancelada"	"Resolvido"	"Goiânia"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Ponto frio nao credita pontos de promocao azul"	"Resolvido"	"São Vicente"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Nao Recebi O Estorno"	"Resolvido"	"Vitória"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Propaganda enganosa"	"Não Resolvido"	"Barueri"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Aspirador Philco com peça faltando"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Celular com uma semana de uso apagou e não liga"	"Resolvido"	"Entre Rios de Minas"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"[editado_RA] NA HORA DE CONCLUIR A COMPRA"	"Resolvido"	"Contagem"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"DUPILICIDADE DE PEDIDO NO CARTÃO"	"Não Resolvido"	"Carapicuíba"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não cumprir a venda"	"Resolvido"	"Camaçari"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"NOTA FISCAL"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não fazem o estorno cobrado sem autorização"	"Resolvido"	"Uberlândia"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Receberam o pagamento mas cancelaram a compra!"	"Resolvido"	"Porto Alegre"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Atrasado mais de 10 dias !!"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"PONTO FRIO NÃO ENTREGA MEU PEDIDO"	"Resolvido"	"Osasco"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Valor do vale compras de volta"	"Resolvido"	"Itabirinha de Mantena"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não consigo mudar minha senha no site porque o email de recuperação de senha não é meu"	"Resolvido"	"Osasco"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Prazo de entrega da venda não corresponde a realidade"	"Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Aumento no valor"	"Não Resolvido"	"Agudos"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Geladeira veio amassada"	"Não Resolvido"	"Brasília"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Devolução do valor pago"	"Não Resolvido"	"Recife"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não fizeram os créditos dos pontos TudoAzul"	"Resolvido"	"Rio de Janeiro"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"espelho quebrado"	"Resolvido"	"Pelotas"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Nao consigo consultar o andamento do envio."	"Resolvido"	"Sousa"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Não consigo alterar o fone cadastrado para logar"	"Não Resolvido"	"São Paulo"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Produto indisponível e compra cancelada - Divergência de informações."	"Resolvido"	"Almirante Tamandaré"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Ponto Frio faz envio de SPAM"	"Não Resolvido"	"Itapira"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Ignoram os clientes!"	"Resolvido"	"Coronel Fabriciano"	"Há 25 dias"	36000
"Ponto Frio - Loja Online"	"Não entregaram o meu pedido"	"Resolvido"	"Rio de Janeiro"	"Há 25 dias"	36000
"Ponto Frio - Loja Online"	"Crédito Promoção Azul"	"Resolvido"	"Curitiba"	"Há 25 dias"	36000
"Ponto Frio - Loja Online"	"Aparelho sumiu nos correios e Ponto Frio não faz nada a respeito!!!"	"Resolvido"	"Belém"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Entrega em atraso"	"Resolvido"	"Juiz de Fora"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pedido feito em site de parceria com TudoAzul, porém não houve crédito dos pontos"	"Resolvido"	"Fortaleza"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"PROPAGANDA ENGANOSA"	"Não Resolvido"	"Campinas"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Pontos Tudoazul não creditados."	"Resolvido"	"Itajaí"	"Há 1 mês"	43200
"Ponto Frio - Loja Online"	"Demora e falta de resolutividade frente a solicitação de troca"	"Resolvido"	"Divinópolis"	"Há 1 mês"	43200
